Concurso;Data do Sorteio;Coluna1;Coluna2;Coluna3;Coluna4;Coluna5;Coluna6;Chave ;chave_letra
1953;29/07/2017;9;26;29;42;43;45;102030;a102030
1954;02/08/2017;9;25;33;35;40;49;101310;a101310
1955;05/08/2017;15;27;33;36;41;45;011220;a011220
1956;08/08/2017;5;8;20;28;40;45;211110;a211110
1957;10/08/2017;2;14;22;23;29;47;113010;a113010
1958;12/08/2017;15;20;22;24;34;55;022101;a022101
1959;16/08/2017;8;21;27;35;43;56;102111;a102111
1960;19/08/2017;1;18;25;37;39;43;111210;a111210
1961;23/08/2017;17;25;26;30;32;50;013110;a013110
1962;26/08/2017;5;6;15;25;39;53;211101;a211101
1963;30/08/2017;4;5;7;34;42;60;300111;a300111
1964;02/09/2017;2;27;32;36;48;50;101220;a101220
1965;06/09/2017;26;28;35;38;48;55;002211;a002211
1966;09/09/2017;10;13;19;32;40;60;120201;a120201
1967;13/09/2017;13;30;32;39;46;54;011211;a011211
1968;16/09/2017;35;36;39;44;48;52;000321;a000321
1969;19/09/2017;8;20;30;32;48;59;111111;a111111
1970;21/09/2017;5;10;18;24;39;52;211101;a211101
1971;23/09/2017;4;10;41;44;52;54;200022;a200022
1972;27/09/2017;9;16;20;54;57;59;120003;a120003
1973;30/09/2017;1;12;16;17;52;60;130002;a130002
1974;04/10/2017;4;19;27;38;54;57;111102;a111102
1975;07/10/2017;8;11;24;26;47;57;112011;a112011
1976;11/10/2017;12;14;19;25;52;59;031002;a031002
1977;14/10/2017;3;16;28;32;34;37;111300;a111300
1978;17/10/2017;2;6;22;44;55;57;201012;a201012
1979;19/10/2017;22;23;29;32;38;45;003210;a003210
1980;21/10/2017;12;16;17;18;34;37;040200;a040200
1981;25/10/2017;6;15;19;37;39;53;120201;a120201
1982;28/10/2017;4;14;20;24;46;50;121020;a121020
1983;01/11/2017;5;6;10;14;22;36;311100;a311100
1984;04/11/2017;21;29;32;35;43;50;002220;a002220
1985;07/11/2017;9;28;29;34;36;55;102201;a102201
1986;09/11/2017;23;36;43;44;55;56;001122;a001122
1987;11/11/2017;10;14;31;34;45;58;110211;a110211
1988;16/11/2017;5;10;39;42;46;54;200121;a200121
1989;18/11/2017;15;22;30;32;40;58;012201;a012201
1990;22/11/2017;11;24;26;34;37;59;012201;a012201
1991;25/11/2017;19;20;28;34;36;44;021210;a021210
1992;29/11/2017;5;11;13;21;53;54;121002;a121002
1993;02/12/2017;6;17;33;48;50;57;110121;a110121
1994;06/12/2017;2;5;12;32;40;44;210210;a210210
1995;09/12/2017;14;26;29;35;37;39;012300;a012300
1996;13/12/2017;7;20;21;24;40;56;112101;a112101
1997;16/12/2017;1;7;14;31;35;46;210210;a210210
1998;19/12/2017;8;21;24;25;52;57;103002;a103002
1999;21/12/2017;15;37;38;42;49;50;010230;a010230
2000;31/12/2017;3;6;10;17;34;37;310200;a310200
2001;03/01/2018;20;22;36;42;52;60;011112;a011112
2002;06/01/2018;4;28;30;38;46;59;102111;a102111
2003;10/01/2018;28;34;40;43;50;51;001221;a001221
2004;13/01/2018;1;5;14;23;35;45;211110;a211110
2005;17/01/2018;11;19;22;33;34;53;021201;a021201
2006;20/01/2018;1;9;14;20;25;54;221001;a221001
2007;24/01/2018;4;14;39;41;54;58;110112;a110112
2008;27/01/2018;22;27;33;42;58;59;002112;a002112
2009;31/01/2018;1;37;44;46;48;50;100140;a100140
2010;03/02/2018;8;10;18;34;39;56;210201;a210201
2011;06/02/2018;2;28;32;35;54;58;101202;a101202
2012;08/02/2018;8;11;27;35;36;51;111201;a111201
2013;10/02/2018;6;23;30;36;53;56;102102;a102102
2014;14/02/2018;16;32;40;46;53;56;010212;a010212
2015;17/02/2018;17;18;27;32;39;58;021201;a021201
2016;21/02/2018;4;11;17;18;21;48;131010;a131010
2017;24/02/2018;2;10;11;24;38;56;211101;a211101
2018;28/02/2018;11;22;25;27;55;59;013002;a013002
2019;03/03/2018;23;41;46;52;54;59;001023;a001023
2020;07/03/2018;2;36;46;48;57;60;100122;a100122
2021;10/03/2018;7;14;32;37;40;60;110301;a110301
2022;14/03/2018;4;28;45;48;52;60;101022;a101022
2023;17/03/2018;1;6;7;8;23;56;401001;a401001
2024;21/03/2018;16;20;23;29;35;47;022110;a022110
2025;24/03/2018;4;24;46;52;55;56;101013;a101013
2026;28/03/2018;10;23;31;33;51;52;101202;a101202
2027;31/03/2018;11;15;29;37;39;44;021210;a021210
2028;04/04/2018;7;11;24;36;42;58;111111;a111111
2029;07/04/2018;6;15;18;33;37;40;120300;a120300
2030;11/04/2018;4;27;38;40;58;59;101202;a101202
2031;14/04/2018;18;23;37;39;50;55;011211;a011211
2032;17/04/2018;6;14;19;20;39;53;130101;a130101
2033;20/04/2018;10;18;33;38;40;43;110310;a110310
2034;25/04/2018;6;7;13;17;22;56;221001;a221001
2035;28/04/2018;30;35;36;38;49;52;001311;a001311
2036;02/05/2018;7;8;19;23;27;58;212001;a212001
2037;05/05/2018;14;16;23;30;45;60;022011;a022011
2038;08/05/2018;6;25;26;35;38;40;102300;a102300
2039;10/05/2018;6;12;22;28;31;44;112110;a112110
2040;12/05/2018;6;9;41;54;56;58;200013;a200013
2041;16/05/2018;10;12;22;25;42;54;112011;a112011
2042;19/05/2018;14;22;29;32;33;35;012300;a012300
2043;23/05/2018;21;38;53;56;57;58;001104;a001104
2044;26/05/2018;7;14;47;54;56;60;110013;a110013
2045;30/05/2018;15;25;27;45;46;50;012030;a012030
2046;02/06/2018;3;6;11;27;28;46;212010;a212010
2047;06/06/2018;1;18;19;29;44;54;121011;a121011
2048;09/06/2018;10;19;26;35;38;39;111300;a111300
2049;13/06/2018;10;19;27;31;51;53;111102;a111102
2050;16/06/2018;8;31;32;33;38;50;100410;a100410
2051;20/06/2018;1;5;6;37;44;53;300111;a300111
2052;23/06/2018;50;51;56;57;58;59;000015;a000015
2053;27/06/2018;12;22;27;37;40;55;012201;a012201
2054;30/06/2018;4;7;12;22;26;39;212100;a212100
2055;03/07/2018;6;25;35;43;46;53;101121;a101121
2056;05/07/2018;18;22;29;34;36;47;012210;a012210
2057;07/07/2018;10;13;20;37;38;54;120201;a120201
2058;11/07/2018;4;19;23;29;56;59;112002;a112002
2059;14/07/2018;4;5;36;40;44;56;200211;a200211
2060;18/07/2018;8;9;11;25;39;41;211110;a211110
2061;21/07/2018;33;36;40;44;45;54;000321;a000321
2062;25/07/2018;8;10;15;23;25;34;212100;a212100
2063;28/07/2018;6;10;19;24;25;29;213000;a213000
2064;01/08/2018;10;14;36;53;55;60;110103;a110103
2065;04/08/2018;4;11;20;30;37;43;121110;a121110
2066;08/08/2018;6;25;27;35;45;55;102111;a102111
2067;11/08/2018;2;11;13;26;32;59;121101;a121101
2068;14/08/2018;3;5;9;40;42;47;300120;a300120
2069;16/08/2018;3;17;34;35;40;48;110310;a110310
2070;18/08/2018;5;26;27;34;42;48;102120;a102120
2071;22/08/2018;24;33;34;35;46;60;001311;a001311
2072;25/08/2018;10;12;13;20;22;54;131001;a131001
2073;29/08/2018;12;15;18;30;52;55;031002;a031002
2074;01/09/2018;8;18;23;37;42;58;111111;a111111
2075;05/09/2018;7;9;23;33;57;59;201102;a201102
2076;08/09/2018;5;6;12;15;22;43;221010;a221010
2077;12/09/2018;13;16;26;35;37;39;021300;a021300
2078;15/09/2018;2;11;15;30;36;39;121200;a121200
2079;18/09/2018;1;2;14;37;55;58;210102;a210102
2080;20/09/2018;10;22;40;46;55;58;101112;a101112
2081;22/09/2018;13;18;35;40;41;42;020220;a020220
2082;26/09/2018;6;25;33;42;48;49;101130;a101130
2083;29/09/2018;1;18;19;33;56;60;120102;a120102
2084;03/10/2018;7;20;26;37;38;39;111300;a111300
2085;06/10/2018;12;21;25;37;38;49;012210;a012210
2086;10/10/2018;4;35;43;46;47;53;100131;a100131
2087;13/10/2018;2;18;19;23;34;53;121101;a121101
2088;17/10/2018;3;14;24;27;38;56;112101;a112101
2089;20/10/2018;5;10;32;38;48;49;200220;a200220
2090;23/10/2018;8;11;18;37;40;51;120201;a120201
2091;25/10/2018;10;11;12;37;38;59;120201;a120201
2092;27/10/2018;11;13;15;17;22;27;042000;a042000
2093;31/10/2018;8;14;27;34;52;54;111102;a111102
2094;03/11/2018;4;16;19;31;33;44;120210;a120210
2095;07/11/2018;16;29;35;43;49;56;011121;a011121
2096;10/11/2018;6;11;13;19;24;51;131001;a131001
2097;14/11/2018;9;24;28;45;49;51;102021;a102021
2098;17/11/2018;2;8;18;27;38;60;211101;a211101
2099;21/11/2018;5;15;20;27;30;58;122001;a122001
2100;24/11/2018;1;10;11;13;35;49;220110;a220110
2101;28/11/2018;2;8;18;37;56;58;210102;a210102
2102;01/12/2018;4;6;17;34;51;57;210102;a210102
2103;04/12/2018;3;13;40;44;46;50;110130;a110130
2104;06/12/2018;2;10;12;27;45;56;211011;a211011
2105;08/12/2018;11;13;16;24;31;46;031110;a031110
2106;12/12/2018;3;27;36;39;40;43;101310;a101310
2107;15/12/2018;8;38;44;50;56;60;100122;a100122
2108;18/12/2018;19;22;29;41;44;59;012021;a012021
2109;20/12/2018;4;12;16;34;44;49;120120;a120120
2110;31/12/2018;5;10;12;18;25;33;221100;a221100
2111;02/01/2019;1;41;44;46;54;58;100032;a100032
2112;05/01/2019;17;39;43;46;52;53;010122;a010122
2113;09/01/2019;11;14;21;25;46;50;022020;a022020
2114;12/01/2019;17;25;30;35;42;57;012111;a012111
2115;15/01/2019;4;19;27;35;40;44;111210;a111210
2116;17/01/2019;1;9;19;21;34;54;211101;a211101
2117;19/01/2019;4;28;29;30;43;52;103011;a103011
2118;23/01/2019;11;12;20;40;41;46;030120;a030120
2119;26/01/2019;19;21;26;31;42;49;012120;a012120
2120;30/01/2019;13;20;24;25;38;41;022110;a022110
2121;02/02/2019;8;10;17;29;37;40;211200;a211200
2122;06/02/2019;3;11;15;21;27;49;122010;a122010
2123;09/02/2019;14;15;47;50;56;59;020022;a020022
2124;13/02/2019;2;11;20;31;43;47;120120;a120120
2125;16/02/2019;1;31;44;46;53;58;100122;a100122
2126;20/02/2019;7;12;24;27;39;58;112101;a112101
2127;23/02/2019;1;7;28;30;44;46;202020;a202020
2128;26/02/2019;11;16;24;46;54;55;021012;a021012
2129;28/02/2019;6;12;31;32;46;60;110211;a110211
2130;02/03/2019;13;16;36;53;54;55;020103;a020103
2131;06/03/2019;2;3;6;18;20;28;321000;a321000
2132;09/03/2019;5;18;30;35;39;60;111201;a111201
2133;13/03/2019;19;20;26;51;52;57;021003;a021003
2134;16/03/2019;6;21;34;46;54;59;101112;a101112
2135;20/03/2019;9;23;28;40;48;59;102111;a102111
2136;23/03/2019;1;8;11;22;30;35;212100;a212100
2137;27/03/2019;1;2;11;12;34;49;220110;a220110
2138;30/03/2019;4;13;14;21;30;34;122100;a122100
2139;03/04/2019;14;23;29;41;57;58;012012;a012012
2140;06/04/2019;17;20;26;36;42;54;021111;a021111
2141;10/04/2019;10;11;17;19;37;41;130110;a130110
2142;13/04/2019;7;40;44;50;52;57;100122;a100122
2143;17/04/2019;2;12;35;51;57;58;110103;a110103
2144;20/04/2019;7;16;21;33;55;60;111102;a111102
2145;24/04/2019;6;8;28;51;53;59;201003;a201003
2146;27/04/2019;16;18;31;39;42;44;020220;a020220
2147;02/05/2019;17;19;37;41;42;49;020130;a020130
2148;04/05/2019;8;15;32;33;58;59;110202;a110202
2149;08/05/2019;21;23;37;44;46;48;002130;a002130
2150;11/05/2019;23;24;26;38;42;49;003120;a003120
2151;15/05/2019;2;14;18;29;36;38;121200;a121200
2152;18/05/2019;26;29;36;49;50;59;002121;a002121
2153;22/05/2019;8;13;28;31;32;33;111300;a111300
2154;25/05/2019;7;25;41;47;50;53;101031;a101031
2155;29/05/2019;2;6;27;37;44;47;201120;a201120
2156;01/06/2019;1;6;23;26;39;49;202110;a202110
2157;05/06/2019;31;33;34;35;39;48;000510;a000510
2158;08/06/2019;9;27;35;45;46;59;101121;a101121
2159;12/06/2019;14;26;35;38;45;53;011211;a011211
2160;15/06/2019;1;19;46;47;49;53;110031;a110031
2161;19/06/2019;8;9;10;24;42;44;301020;a301020
2162;22/06/2019;11;16;22;30;34;42;022110;a022110
2163;26/06/2019;8;18;20;24;36;45;121110;a121110
2164;29/06/2019;16;17;25;47;48;58;021021;a021021
2165;03/07/2019;5;37;43;49;54;56;100122;a100122
2166;06/07/2019;3;19;34;44;56;58;110112;a110112
2167;09/07/2019;27;37;38;43;45;54;001221;a001221
2168;11/07/2019;1;4;25;27;29;37;203100;a203100
2169;13/07/2019;7;34;45;51;54;59;100113;a100113
2170;17/07/2019;10;21;24;36;38;51;102201;a102201
2171;20/07/2019;12;13;19;36;44;55;030111;a030111
2172;24/07/2019;9;24;28;37;43;57;102111;a102111
2173;27/07/2019;2;9;42;44;48;50;200040;a200040
2174;31/07/2019;10;15;34;36;56;60;110202;a110202
2175;03/08/2019;7;25;32;43;53;55;101112;a101112
2176;06/08/2019;8;23;25;39;43;44;102120;a102120
2177;08/08/2019;9;11;14;31;48;51;120111;a120111
2178;10/08/2019;2;16;21;42;50;56;111021;a111021
2179;14/08/2019;2;13;24;35;50;54;111111;a111111
2180;17/08/2019;10;12;16;21;28;38;122100;a122100
2181;21/08/2019;1;8;19;33;36;48;210210;a210210
2182;24/08/2019;19;22;39;46;47;59;011121;a011121
2183;28/08/2019;13;26;30;34;43;51;012111;a012111
2184;31/08/2019;15;36;45;51;52;59;010113;a010113
2185;04/09/2019;9;18;19;22;42;47;121020;a121020
2186;09/09/2019;12;18;19;27;41;46;031020;a031020
2187;11/09/2019;10;11;16;21;46;50;121020;a121020
2188;14/09/2019;2;17;21;28;51;60;112002;a112002
2189;18/09/2019;4;11;16;22;29;33;122100;a122100
2190;21/09/2019;5;9;20;25;35;53;211101;a211101
2191;24/09/2019;4;8;26;33;46;53;201111;a201111
2192;26/09/2019;7;16;37;53;57;59;110103;a110103
2193;28/09/2019;7;8;22;27;29;42;203010;a203010
2194;02/10/2019;8;16;20;21;31;34;121200;a121200
2195;05/10/2019;14;24;32;38;46;53;011211;a011211
2196;09/10/2019;1;25;27;28;41;56;103011;a103011
2197;14/10/2019;3;11;29;35;44;57;111111;a111111
2198;16/10/2019;1;11;34;36;44;56;110211;a110211
2199;19/10/2019;15;23;30;35;38;44;012210;a012210
2200;22/10/2019;11;15;28;36;43;55;021111;a021111
2201;24/10/2019;3;13;23;41;49;53;111021;a111021
2202;26/10/2019;11;29;37;38;43;60;011211;a011211
2203;30/10/2019;17;34;46;49;50;57;010131;a010131
2204;04/11/2019;1;28;29;32;35;56;102201;a102201
2205;06/11/2019;12;21;28;37;42;57;012111;a012111
2206;09/11/2019;6;27;38;42;45;57;101121;a101121
2207;13/11/2019;6;10;11;43;53;55;210012;a210012
2208;16/11/2019;16;25;30;40;45;49;012120;a012120
2209;20/11/2019;22;25;28;32;33;47;003210;a003210
2210;23/11/2019;11;17;24;25;33;34;022200;a022200
2211;27/11/2019;27;36;40;41;44;54;001221;a001221
2212;30/11/2019;23;26;51;52;53;58;002004;a002004
2213;04/12/2019;5;7;10;32;46;60;300111;a300111
2214;07/12/2019;4;10;18;30;34;47;211110;a211110
2215;11/12/2019;1;19;21;23;33;43;112110;a112110
2216;14/12/2019;10;24;42;43;48;49;101040;a101040
2217;17/12/2019;10;14;16;30;32;36;121200;a121200
2218;19/12/2019;6;16;22;38;48;52;111111;a111111
2219;21/12/2019;8;28;36;45;57;59;101112;a101112
2220;31/12/2019;3;35;38;40;57;58;100302;a100302
2221;04/01/2020;5;23;34;45;56;57;101112;a101112
2222;08/01/2020;13;14;29;30;48;59;022011;a022011
2223;11/01/2020;2;26;40;42;49;56;101121;a101121
2224;15/01/2020;16;23;32;50;52;58;011112;a011112
2225;18/01/2020;1;32;37;44;46;47;100230;a100230
2226;21/01/2020;2;4;7;16;30;38;311100;a311100
2227;23/01/2020;6;9;12;27;32;57;211101;a211101
2228;25/01/2020;9;19;23;32;39;45;111210;a111210
2229;29/01/2020;6;11;29;40;41;58;111111;a111111
2230;01/02/2020;7;17;26;39;56;60;111102;a111102
2231;05/02/2020;4;13;25;40;53;57;111102;a111102
2232;08/02/2020;7;8;31;34;38;47;200310;a200310
2233;12/02/2020;4;6;32;35;41;45;200220;a200220
2234;15/02/2020;4;21;27;29;42;47;103020;a103020
2235;19/02/2020;14;18;30;35;55;57;021102;a021102
2236;22/02/2020;7;20;38;43;45;53;110121;a110121
2237;27/02/2020;11;20;27;28;53;60;022002;a022002
2238;29/02/2020;11;36;45;55;57;58;010113;a010113
2239;04/03/2020;7;27;31;39;45;46;101220;a101220
2240;07/03/2020;7;9;10;19;25;58;311001;a311001
2241;10/03/2020;1;13;18;26;40;56;121101;a121101
2242;12/03/2020;5;9;18;24;25;42;212010;a212010
2243;14/03/2020;14;18;28;35;38;54;021201;a021201
2244;18/03/2020;3;5;11;34;37;42;210210;a210210
2245;21/03/2020;11;14;15;18;33;34;040200;a040200
2246;25/03/2020;5;9;24;27;33;46;202110;a202110
2247;28/03/2020;1;42;44;47;48;53;100041;a100041
2248;01/04/2020;9;15;20;29;30;42;122010;a122010
2249;04/04/2020;4;9;31;47;49;53;200121;a200121
2250;08/04/2020;27;33;39;52;57;58;001203;a001203
2251;11/04/2020;5;15;22;26;54;58;112002;a112002
2252;15/04/2020;1;17;30;37;46;50;111120;a111120
2253;18/04/2020;31;32;33;39;52;55;000402;a000402
2254;22/04/2020;4;9;24;44;47;56;201021;a201021
2255;25/04/2020;15;20;39;41;49;57;020121;a020121
2256;29/04/2020;9;10;30;37;47;54;201111;a201111
2257;02/05/2020;18;21;30;31;34;51;012201;a012201
2258;05/05/2020;1;5;7;14;23;26;312000;a312000
2259;07/05/2020;20;27;41;54;56;58;011013;a011013
2260;09/05/2020;12;14;34;35;37;47;020310;a020310
2261;13/05/2020;7;23;26;27;29;51;104001;a104001
2262;16/05/2020;7;8;14;23;30;46;212010;a212010
2263;20/05/2020;9;24;33;43;49;57;101121;a101121
2264;23/05/2020;2;3;8;19;29;37;311100;a311100
2265;27/05/2020;14;20;23;39;46;50;021120;a021120
2266;30/05/2020;10;23;31;37;58;59;101202;a101202
2267;03/06/2020;20;32;33;48;49;53;010221;a010221
2268;06/06/2020;4;13;23;28;30;52;113001;a113001
2269;10/06/2020;1;11;14;23;29;55;122001;a122001
2270;13/06/2020;14;16;38;39;41;48;020220;a020220
2271;17/06/2020;6;10;27;28;41;52;202011;a202011
2272;20/06/2020;2;5;11;24;41;49;211020;a211020
2273;24/06/2020;15;16;20;38;40;58;030201;a030201
2274;27/06/2020;8;11;17;33;40;55;120201;a120201
2275;01/07/2020;2;4;25;36;50;53;201111;a201111
2276;04/07/2020;5;15;18;27;49;57;121011;a121011
2277;08/07/2020;10;22;23;37;53;60;102102;a102102
2278;11/07/2020;8;17;34;37;43;45;110220;a110220
2279;14/07/2020;5;12;14;20;27;28;132000;a132000
2280;16/07/2020;28;29;31;50;58;59;002112;a002112
2281;18/07/2020;14;27;35;40;50;55;011211;a011211
2282;22/07/2020;12;27;30;36;45;52;012111;a012111
2283;25/07/2020;4;24;37;43;59;60;101112;a101112
2284;29/07/2020;4;10;12;14;36;46;220110;a220110
2285;01/08/2020;1;7;10;12;33;42;310110;a310110
2286;05/08/2020;9;21;30;41;42;43;102030;a102030
2287;08/08/2020;2;4;6;29;41;56;301011;a301011
2288;11/08/2020;2;26;35;39;40;56;101301;a101301
2289;13/08/2020;6;9;34;37;38;45;200310;a200310
2290;15/08/2020;5;18;36;44;57;60;110112;a110112
2291;19/08/2020;12;26;31;36;37;49;011310;a011310
2292;22/08/2020;6;16;18;33;42;57;120111;a120111
2293;26/08/2020;1;2;10;37;42;48;300120;a300120
2294;29/08/2020;9;15;20;33;41;43;120120;a120120
2295;02/09/2020;6;13;26;28;35;41;112110;a112110
2296;05/09/2020;1;6;21;29;36;59;202101;a202101
2297;09/09/2020;20;22;35;40;41;59;011211;a011211
2298;12/09/2020;13;17;21;31;41;49;021120;a021120
2299;15/09/2020;2;3;19;40;44;60;210111;a210111
2300;17/09/2020;9;21;37;39;43;54;101211;a101211
2301;19/09/2020;17;18;35;36;47;52;020211;a020211
2302;23/09/2020;18;22;25;27;43;44;013020;a013020
2303;26/09/2020;3;7;17;20;48;50;220020;a220020
2304;30/09/2020;12;21;29;54;56;57;012003;a012003
2305;03/10/2020;7;16;22;38;55;57;111102;a111102
2306;07/10/2020;3;19;28;33;57;58;111102;a111102
2307;10/10/2020;16;33;38;46;53;55;010212;a010212
2308;14/10/2020;9;13;26;38;58;60;111102;a111102
2309;17/10/2020;9;11;29;30;33;60;112101;a112101
2310;20/10/2020;13;17;28;29;42;53;022011;a022011
2311;22/10/2020;3;5;9;35;43;60;300111;a300111
2312;24/10/2020;3;27;39;46;47;60;101121;a101121
2313;28/10/2020;3;20;26;45;49;58;111021;a111021
2314;31/10/2020;6;7;28;42;45;49;201030;a201030
2315;04/11/2020;1;10;17;26;30;53;212001;a212001
2316;07/11/2020;2;11;43;49;52;56;110022;a110022
2317;11/11/2020;3;8;30;33;35;48;201210;a201210
2318;14/11/2020;28;44;52;54;58;60;001014;a001014
2319;18/11/2020;6;17;25;35;40;49;111210;a111210
2320;21/11/2020;6;30;35;39;42;48;101220;a101220
2321;25/11/2020;14;25;28;41;43;46;012030;a012030
2322;28/11/2020;2;5;10;29;34;41;301110;a301110
2323;02/12/2020;20;27;35;39;50;59;011211;a011211
2324;05/12/2020;2;16;19;31;43;60;120111;a120111
2325;08/12/2020;33;34;37;46;52;60;000312;a000312
2326;10/12/2020;10;16;27;34;36;57;111201;a111201
2327;12/12/2020;30;37;45;54;57;58;001113;a001113
2328;16/12/2020;8;11;14;39;48;53;120111;a120111
2329;19/12/2020;12;14;28;42;45;55;021021;a021021
2330;31/12/2020;17;20;22;35;41;42;021120;a021120
2331;02/01/2021;11;13;16;36;53;57;030102;a030102
2332;06/01/2021;12;33;35;36;44;52;010311;a010311
2333;09/01/2021;9;16;31;41;53;55;110112;a110112
2334;13/01/2021;4;13;20;22;25;60;122001;a122001
2335;16/01/2021;9;18;23;42;47;49;111030;a111030
2336;20/01/2021;8;10;20;27;28;50;212010;a212010
2337;23/01/2021;2;9;34;49;51;55;200112;a200112
2338;26/01/2021;8;21;23;34;42;47;102120;a102120
2339;28/01/2021;4;18;29;47;48;59;111021;a111021
2340;30/01/2021;16;21;28;41;49;51;012021;a012021
2341;03/02/2021;4;9;31;32;42;46;200220;a200220
2342;06/02/2021;17;20;24;27;40;60;022101;a022101
2343;10/02/2021;4;31;42;45;49;56;100131;a100131
2344;13/02/2021;11;17;25;38;52;57;021102;a021102
2345;17/02/2021;7;16;19;22;28;55;122001;a122001
2346;20/02/2021;3;4;11;40;42;58;210111;a210111
2347;24/02/2021;8;9;17;30;58;60;211002;a211002
2348;27/02/2021;2;3;7;48;51;54;300012;a300012
2349;03/03/2021;5;10;25;32;49;54;201111;a201111
2350;06/03/2021;25;28;29;34;41;45;003120;a003120
2351;10/03/2021;19;22;35;41;47;49;011130;a011130
2352;13/03/2021;9;17;38;41;49;55;110121;a110121
2353;17/03/2021;3;19;34;41;48;53;110121;a110121
2354;20/03/2021;6;18;25;30;42;54;112011;a112011
2355;24/03/2021;7;30;31;41;50;56;101121;a101121
2356;27/03/2021;3;10;25;36;51;58;201102;a201102
2357;31/03/2021;19;28;30;34;40;51;012201;a012201
2358;03/04/2021;5;9;11;16;43;57;220011;a220011
2359;06/04/2021;31;32;39;42;43;51;000321;a000321
2360;08/04/2021;10;15;21;24;29;45;113010;a113010
2361;10/04/2021;14;21;22;29;35;46;013110;a013110
2362;14/04/2021;3;20;22;32;35;50;111210;a111210
2363;17/04/2021;6;14;24;34;39;58;111201;a111201
2364;22/04/2021;20;33;42;44;51;56;010122;a010122
2365;24/04/2021;1;17;28;37;44;50;111120;a111120
2366;28/04/2021;4;27;33;35;38;41;101310;a101310
2367;30/04/2021;5;23;29;34;53;60;102102;a102102
2368;04/05/2021;4;7;13;25;36;58;211101;a211101
2369;06/05/2021;4;9;17;19;37;60;220101;a220101
2370;08/05/2021;7;31;37;42;44;56;100221;a100221
2371;12/05/2021;4;15;30;36;39;48;111210;a111210
2372;15/05/2021;3;19;25;44;46;57;111021;a111021
2373;19/05/2021;23;24;26;44;49;60;003021;a003021
2374;22/05/2021;12;13;25;37;39;41;021210;a021210
2375;26/05/2021;2;6;44;46;53;58;200022;a200022
2376;29/05/2021;12;14;17;18;19;22;051000;a051000
2377;02/06/2021;5;18;29;35;43;44;111120;a111120
2378;05/06/2021;11;37;38;41;49;54;010221;a010221
2379;09/06/2021;2;8;26;32;46;56;201111;a201111
2380;12/06/2021;11;16;20;24;39;53;031101;a031101
2381;16/06/2021;7;23;32;41;42;47;101130;a101130
2382;19/06/2021;6;9;19;38;53;55;210102;a210102
2383;23/06/2021;13;15;16;20;40;41;040110;a040110
2384;26/06/2021;9;13;22;25;26;31;113100;a113100
2385;29/06/2021;12;24;32;37;43;60;011211;a011211
2386;01/07/2021;11;13;16;35;49;50;030120;a030120
2387;03/07/2021;8;26;30;31;38;48;102210;a102210
2388;07/07/2021;8;30;33;37;45;48;101220;a101220
2389;10/07/2021;16;30;37;39;40;51;011301;a011301
2390;14/07/2021;9;13;20;22;32;56;121101;a121101
2391;17/07/2021;5;8;13;27;36;50;211110;a211110
2392;21/07/2021;11;15;23;25;34;53;022101;a022101
2393;24/07/2021;26;27;28;32;38;51;003201;a003201
2394;28/07/2021;5;16;25;36;42;44;111120;a111120
2395;31/07/2021;4;11;12;44;45;57;120021;a120021
2396;04/08/2021;2;3;25;39;42;49;201120;a201120
2397;07/08/2021;6;14;20;39;46;48;120120;a120120
2398;10/08/2021;8;17;30;36;54;59;111102;a111102
2399;12/08/2021;27;35;42;44;51;52;001122;a001122
2400;14/08/2021;9;21;25;26;36;53;103101;a103101
2401;18/08/2021;8;11;13;33;38;48;120210;a120210
2402;21/08/2021;6;22;25;29;30;60;104001;a104001
2403;25/08/2021;10;12;14;32;33;34;120300;a120300
2404;28/08/2021;1;19;35;40;47;54;110211;a110211
2405;01/09/2021;21;38;48;49;53;59;001122;a001122
2406;04/09/2021;8;12;29;43;54;60;111012;a111012
2407;08/09/2021;13;17;31;43;54;55;020112;a020112
2408;11/09/2021;4;29;30;38;43;57;102111;a102111
2409;15/09/2021;2;29;39;49;52;58;101112;a101112
2410;18/09/2021;7;10;27;35;43;59;201111;a201111
2411;22/09/2021;7;26;29;34;43;44;102120;a102120
2412;25/09/2021;9;16;34;36;49;60;110211;a110211
2413;28/09/2021;3;22;37;40;41;48;101220;a101220
2414;30/09/2021;4;5;6;14;29;38;311100;a311100
2415;02/10/2021;10;12;26;29;35;60;112101;a112101
2416;06/10/2021;6;7;11;26;37;57;211101;a211101
2417;09/10/2021;3;7;10;11;27;46;311010;a311010
2418;13/10/2021;2;11;19;27;57;60;121002;a121002
2419;16/10/2021;10;35;43;48;50;53;100131;a100131
2420;19/10/2021;5;8;29;39;44;60;201111;a201111
2421;21/10/2021;2;3;32;35;48;57;200211;a200211
2422;23/10/2021;2;7;10;20;30;46;311010;a311010
2423;27/10/2021;16;18;38;48;51;60;020112;a020112
2424;30/10/2021;3;16;17;37;38;53;120201;a120201
2425;03/11/2021;10;31;38;46;49;54;100221;a100221
2426;06/11/2021;5;11;24;27;32;57;112101;a112101
2427;10/11/2021;3;19;25;37;44;56;111111;a111111
2428;13/11/2021;3;9;25;28;29;39;203100;a203100
2429;17/11/2021;11;37;53;55;56;60;010104;a010104
2430;20/11/2021;19;26;39;45;46;56;011121;a011121
2431;24/11/2021;8;11;22;25;26;36;113100;a113100
2432;27/11/2021;7;29;38;40;44;52;101211;a101211
